NAME,ID,TITLE
acfadf,www.dviciv,"lahore the lahore police have submitted an application to the punjab government for suspending cellular services in the city on account of hazrat imam hussains chehlum, express news reported on wednesday  the application calls for suspending services in lahore from 9am to 12am tomorrow in order to avert any acts of terrorism on the chehlum of hazrat imam hussain   shias processions take place every year on the 40th day of imam hussains death and ha ve previously been targeted by terrorists  in november on ashura, at least five people were killed and eleven sustained injuries in twin blasts that occurred in karachis orangi town both blasts targeted imambargahs  on the same day, a bomb blast in dera ismail khan killed at least five people and injured over a hundred during a procession  "
acfadf,www.dviciv,"prime minister yousaf raza gilani expressed his fears of a possible coup by the army to a british diplomat over a phone call this week, ap reported on friday  according to the diplomat, the panicky call suggested that there was a general fear among the pakistani government officials of a military takeover  prime minister yousuf raza gilani asked high commissioner adam thomson for britain to support his embattled government, ap reported  the recent political development in the country has deepened the rift between the military and the government, with gilani stating that army chief general ashfaq pervez kayani and interservices intelligence chief lt gen ahmad shuja pasha had not been given approval by the competent authorities in other words the government before submitting their responses in the memogate case  in a hardworded clarification, the army not only rubbished gilanis accusation that the military and intelligence chiefs had violated the constitution by submitting replies directly to the court in the memogate case but also warned of a fallout, which, the statement said, would have serious ramifications with potential grievous consequences for the country  "
acfadf,www.dviciv,swat operation a year on  swatis have come far from the war of terrorism in their scenic land  pakistan army has cleared the area after bearing toughest and deadliest conditions  witness the hopes and lives of people after the darkness  watch center stage with fahd hussain tonight at 8pm 
acfadf,www.dviciv,"islamabad mumtaz qadri on thursday filed an appeal against the antiterrorism courts death penalty verdict in the murder case of slain governor salman taseer  the appeal was filed in the islamabad high court by his lawyer raja suhja rehman, in which he challenged the death sentence awarded by anti terrorism court on october 1 taseer murder case qadri appeals death sentenceqadris lawyer argues that the atc is not the competent authority to sentence him, terms verdict illegal "
acfadf,www.dviciv,"israeli defense minister ehud barak has called for tougher sanctions on iran over the countrys peaceful nuclear energy program and its new achievements, claiming that tehran endangers world peace  repeating tel avivs allegations against iran during a meeting with japans defense minister naoki tanaka on thursday, barak said, a nuclear iran is a danger to world stability and provides a tailwind for terror organizations worldwide  the israeli official further urged the inte rnational community to use crippling sanctions to bring irans nuclear program to a halt, saying that the current restrictive measures may not be enough to compel the islamic republic, urging effective and paralyzing on tehran? tanaka, for his part, emphasized that resolving the disputes over tehrans nuclear program in a diplomatic and peaceful way is indispensable  the united states, israel and their european allies accuse tehran of pursuing military objectives in its nuclear program and have used this pretext to push for international and unilateral sanctions against the islamic republic  "
acfadf,www.dviciv, new delhi pakistan will be responsible if its soil is used for terror activity indian foreign minister sm krishna  
acfadf,www.dviciv, peshawar terror hit areas to be exempt of taxes pm gilani  
acfadf,www.dviciv,"islamabad rejecting saudi arabias request against participating in an iraniansponsored international conference on global fight against terrorism, pakistan will attend the meeting in tehran on june 25, an official told the express tribune pakistan to attend iran moot despite saudi disapprovalsanctions against irans alleged nuclear ambitions have kept eu countries away from the conference "
acfadf,www.dviciv, us walks out from un when irans president ahmadinejad said in his speech that us staged september 11 terror attacks in an attempt to assure israels survival  
acfadf,www.dviciv,"peshawar pakistan on thursday sacked a government surgeon recruited by the cia to help track alqaeda terror leader osama bin laden, officials said  doctor shakeel afridi was sacked on disciplinary grounds by the government in northwest province khyber pakhtunkhwa, where bin laden was killed during a clandestine us raid last may  the government of khyber pakhtunkhwa has issued a notification of dismissal of dr shakeel afridi, provincial health secretary ashfaq khan told afp "
acfadf,www.dviciv,karachi the sindh assembly passed a unanimous resolution requesting the sindh government to approach the federal government for the arrest of those involved in the barbaric act of terrorism in quetta 
acfadf,www.dviciv," tourists return to pakistandespite being dodged with terror, natural disasters, terror and natural disasters, in that order, pakistans tourist hotspots of"
acfadf,www.dviciv, combating terrorism army trains multan policethe pakistan army is giving special training to officials of the multan police to better equip them in their fight against terrorism in the country youtube com
acfadf,www.dviciv,"former military ruler pervez musharraf has said that pakistans very existence would have been at stake, had he not decided to join the usled global war on terror following the 9/11 apocalyptic attacks in the united states wikileaks musharraf admitted cjp issue was mishandledformer president pervez musharraf said his government"
acfadf,www.dviciv,rawalpindi an antiterrorism court on saturday issued a second nonbailable arrest warrant for retired general and former president pervez musharraf and it is also seeking his address in britain for a red warrant atc reissues arrest warrant for musharrafcourt also seeking the former presidents address in britain for a red warrant 
acfadf,www.dviciv,news update pakistan releases 4 more afghan taliban more than 3879 people lost their live in ongoing war on terror in pakistan during 2012 report 
acfadf,www.dviciv,"rawalpindi a special antiterrorism court in rawalpindi has declared former president pervez musharraf an absconder in the benazir bhutto murder case, benazir murder case atc orders confiscation of musharrafs propertyantiterrorism court declares former president absconder, orders that his accounts be frozen "
acfadf,www.dviciv,"kabul prime minister syed yousaf raza gilani, on saturday, said the war against terrorism cannot be won without pakistans support and that afghanistan and pakistan have to enhance coordination in the fight against terrorism war on terror cannot be won without pakistangilani says afghanistan and pakistan have to enhance coordination in the fight against terrorism "
acfadf,www.dviciv, news peek 26may2011 900amus to reduce troops in pakistan isb all resources to be
acfadf,www.dviciv, i will continue my jihad against terrorism ssp cidat least eight people were killed in a car bomb attack targeting
acfadf,www.dviciv," fear shadows frolic in karachifive people were killed, including a pakistan air force employee, overnight as violence continued in parts of karachi,"
acfadf,www.dviciv,chief minister of khyber pakhtunkhwa amir haider hoti said pakistan will not take dictations in the war on terror pakistan will not take dictations in war on terrorcm of kp amir haider hoti said the provincial govt is taking steps to safely recover the abducted vice chancellor 
acfadf,www.dviciv,"news update altaf hussain, tahir ul qadri to address public gathering today terror bid foiled 70kg explosives defused in peshawar, achini area "
acfadf,www.dviciv,"rahim yar khan an explosion took place during a chehlum procession in the khanpur area of rahim yar khan on sunday, reported express news  express news correspondent reported that at least 11 people were killed in the explosion  the injured are around a dozen in number and have been shifted to a hospital  he also said that there were around 150 people gathered at the procession outside darbar hussain  at least 34 people are critically injured  district police officer sohail zafar, after inspecting the site, that it can be speculated it was a bomb blast  rpo bahawalpur syed abid qadri, however, denied media reports and said that the incident took place when a transformer exploded  it was not an incident of terrorism, he told express news  qadri said that the alam that was being held at the procession was very long and it got stuck in power lines causing the transformer to explode  he added that at least 78 people were injured, some people received minor injuries  rescue teams are on their way, he said  the chehlum of hazrat imam hussain is being observed all over the country today   inspector general of punjab police javed iqbal had earlier issued directions to revise security arrangements for the chehlum processions, while the provincial health department had declared an emergency for government hospitals across the province  "
acfadf,www.dviciv,"lahore senior special prosecutor m azhar chaudhry said on saturday that former president pervez musharraf will be arrested from the airport when he returns to pakistan  speaking to the express tribune, chaudhry said that the former president had already been declared a proclaimed offender in the benazir bhutto assassination case and there was no need to get new warrants for his arrest  musharraf had earlier been declared a proclaimed offender by the antiterrorism court in r awalpindi for his failure to cooperate with investigators in the case  the senior prosecutor said that three important pieces of evidence had also been retrieved after the forensic report of benazirs blackberry had been completed  he said that the evidence had also been added to the charge sheet  the former dictator, who now leads his own all pakistan muslim league political party and has spent the last three years in selfimposed exile, had earlier announced that he would return to the county in january  musharraf, who came to power in a military coup in 1999 and ruled pakistan till 2008, is facing criminal cases in the balochistan high court for allegedly ordering the killing of baloch tribal chieftain nawab akbar khan bugti in 2006  "
acfadf,www.dviciv,"rawalpindi the federal investigation agencys prosecutors informed an antiterrorism court that former president pervez musharraf, who was declared a proclaimed offender in the benazir bhutto murder case, owns a farmhouse in the federal capital and has over rs80 million in various bank accounts  the court had ordered confiscation of his movable and immovable assets, but the agency has yet to gather details musharrafs assets farmhouse in the capital, rs80 million in coffersfia submits partial list, says information yet to be sent "
acfadf,www.dviciv," pakistan has spent more than 40 billion dollars in war against terror, cooperation needed at international level fm qureshi  "
acfadf,www.dviciv,"hl juif to sit on opposition benches in kp assembly imran vows to work with sharif on terrorism, major challenges karachi man gunned down near urdu bazaar "
acfadf,www.dviciv,washington president barack obama on wednesday vowed the united states will insist pakistan fulfill its promises to counter militant sanctuaries on its soil us insists pakistan keep antiterror pledgesobamas comments underscore festering tensions between washington and islamabad in wake of unilateral may 2 us raid 
acfadf,www.dviciv,"london a us state department report published last week said that pakistan was incapable of prosecuting terror suspects, since three in four defendants are acquitted pakistani courts let 3 out of every 4 terror suspects go us state deptreport says that pakistan has failed to ban terrorist groups, courts release 3 out of 4 suspects "
acfadf,www.dviciv, islamabad there are evidences of foreign hand involvement in the terrorism in pakistan rehman malik  
acfadf,www.dviciv,uexpress yemen is the next growing stronghold of alqaida  do you think this will effect pakistan or its strategies against war of terrorism  express your opinions  
acfadf,www.dviciv,sialkot an anti terrorism court in gujranwala hearing the case of killing of two brothers in sialkot has adjourned the bail application of former dpo waqar chohan till september 23 accused dpo to appeal before atc todaywaqar ahmad chohan will be produced before an anti terrorism court in gujranwala on monday for bail 
acfadf,www.dviciv," karachi shahzeb murder case anti terrorism court has sent shahrukh jatoi, key accused to juvenile jail till january 29 "
acfadf,www.dviciv, india is ready for talks if pakistan takes some serious action against terrorism pm manmohan singh  
acfadf,www.dviciv,"islamabad pakistan will fight the war on terrorism according to its own terms and conditions and not that of the us congress, foreign minister hina rabbani khar said on thursday  speaking to the media outside the parliament house after the national security committee meeting, khar said that she was confident because pakistan did the internal reevaluation that was needed  [it] will not only strengthen the space within the country or give us ownership of our foreign policyÖ  but it will also strengthen the partnership that we pursue with any other country  the foreign minister added that the relationship between pakistan and the us is on hold and it will be restored on a clearly defined mandate from the parliament  it will be a partnership which has less gray areas, which has a clear mandate of the public and parliament of pakistan; and therefore, we will be able to pursue this partnership much more vigorously, she added  pakistan to fight war on terror on its own terms kharforeign minister says relationship between pakistan and us will be restored after a mandate from the parliament "
acfadf,www.dviciv," karachi no foreign hands involved in creating terrorism in pakistan, local people who were involved in these crimes rehman malik  "
acfadf,www.dviciv, peshawar war on terror is not only nwfps war bashir bilour  
acfadf,www.dviciv, quetta ppp is a victim of war against terrorism president zardari  
acfadf,www.dviciv,"rawalpindi mumtaz qadri, the selfconfessed assassin of former punjab governor salmaan taseer, appeared as defiant as ever about his alleged crime and admitted in a rawalpindi antiterrorism court to having killed the governor for his views on the blasphemy law violent obscurantism qadri confesses to taseer murder in courtqadri claims that he lost his temper and shot the governor in anger "
acfadf,www.dviciv, new delhi hindu extremist known as swami aseemanand charged with terror attack on the samjhauta express  
acfadf,www.dviciv,london former sindh home minister zulfiqar mirza will speak in the house of lords in london 11pm pst on wednesday where he is expected to provide evidence to the house against muttahida qaumi movement chief altaf hussain zulfiqar mirza to provide evidence against altaf hussain in house of lordsi will tell authorities here that britain is becoming a reason for terror in pakistan by giving shelter to accused 
acfadf,www.dviciv, sydney shipment of scientific equipment to pakistan blocked  fear it can be used to build weapons of mass destruction defence minister john faulkner  
acfadf,www.dviciv,"karachi policemen deployed at shahraefaisal after the central investigations department building blast in karachi, have been involved in extortion and taking bribes from citizens in the name of security checking citizens paying the price for securitypolicemen deployed in karachi to avert possible terror attacks are accepting bribes from commuters "
acfadf,www.dviciv," quetta pishin scouts foil terror plot, 3 terrorist arrested, suicide jackets and arms recovered ig fc  "
acfadf,www.dviciv,"honolulu president barack obama signed a sweeping us defense funding bill on saturday which includes new sanctions on financial institutions dealing with irans central bank, and curtailing up to $850 million in aid to pakistan  the bill was signed despite concerns about sections that expand the us militarys authority over terrorism suspects and limit his powers in foreign affairs obamas new years gift signs bill freezing aid to pakistanobama signs controversial defence bill which places sanctions on irans central bank as well "
acfadf,www.dviciv,"forward looking relations india wants responsibility fixed for mumbai attacks india is hoping that pakistans new government will respond to its immediate concerns such as fixing responsibility for the 2008 mumbai terror attacks, the press trust of india reported "
acfadf,www.dviciv, lahore terror war cost has pakistan not only in lives but also in economic terms president zardari  
acfadf,www.dviciv,"london while somalia tops the list, pakistan is second among 16 countries at extreme risk from terrorism according to a study published by british global risks advisory firm pakistan second globally for extreme risk of terrorismbritish study deems pakistan at greater risk of terror than afghanistan "
acfadf,www.dviciv,"terror descends upon the darbar  the express tribune terror descends upon the darbar  the express tribunesecurity officials examine the site of the bomb attacks at the shrine of hazrat syed ali bin osman al hajvery, popularly known as data "
acfadf,www.dviciv,rawalpindi the federal investigation agency on saturday submitted a report to an antiterrorism court on the progress made in arresting former president pervez musharraf in the benazir bhutto murder case benazir murder case fia submits progress report on arresting musharrafbritish authorities in contact with pakistan; musharraf not arrested due to absence of extradition treaty 
acfadf,www.dviciv," washington president zardari meets us president barack obama, fight against terrorism and bilateral issues to be discussed  "
acfadf,www.dviciv, kabul us playing double game in afghanistan in the name of war against terrorism iranian president  
acfadf,www.dviciv, wellington new zealand wants their davis cup match moved from pakistan because of terrorism fears  
acfadf,www.dviciv,"us president barack obama saturday said india and washington stood united to guard the torch of freedom, opening a state visit at the mumbai hotel ravaged in the november 2008 terror attacks obama says us and india unitedus president says india and washington stand united to guard the torch of freedom while opening his india visit "
acfadf,www.dviciv,washington pakistani president asif ali zardari arrived at the white house on friday for talks with us president barack obama on the key but often uneasy antiterrorism alliance between their countries zardari meets obamawashington pakistani president asif ali zardari arrived at the white house on friday for talks with us president barack obama on the key but often uneasy antiterrorism alliance between their countries 
acfadf,www.dviciv," london pakistan has faced the biggest threat of terror, taliban are pakistans enemies too british pm david cameron  "
acfadf,www.dviciv," charsadda president appointed nab chairman, terrorism affected foreign investment pm gilani  "
acfadf,www.dviciv,"san francisco us law enforcement agencies thwarted an attempt to blow up a car bomb at an annual christmas tree lighting ceremony in portland, oregon, and arrested the suspected bomber, officials said on saturday terror averted bomb plot in oregon thwartedus law enforcement agencies thwarted an attempt to blow up a car bomb at an annual christmas tree lighting ceremony "
acfadf,www.dviciv," islamabad us secretary of state hillary clinton to visit pakistan tomorrow, clinton to discuss recent wave of terror and osama killing sources  "
acfadf,www.dviciv,rawalpindi a detailed chargesheet presented in rawalpindis anti terrorism court on friday includes former president pervez musharraf and baitullah mehsud as those directly involved in the murder of former prime minister benazir bhutto bb assassination musharraf provided mehsud the opportunitydetailed chargesheet presented in atc names musharraf and mehsud behind planned conspiracy to murder benazir 
acfadf,www.dviciv,"guantanamo detainees confessed to working with the interservices intelligence and the pakistani military in facilitating al qaeda and the taliban, according to leaked us classified documents released by wikileaks wikileaks reveals us classified isi as terror affiliatedocuments say the us had designated isi as a militant force or organisation that support al qaeda or taliban "
acfadf,www.dviciv,"islamabad chinese premier wen jiabao vowed on sunday to boost strategic cooperation with pakistan and taking them to new levels as he wrapped up a threeday visit to islamabad that concluded deals worth around 35 billion dollars fight against terror dont doubt pakistan, wen tells the westchinese premier says beijing recognises islamabads sacrfices in the war against terror "
acfadf,www.dviciv, news peek 24june2011 900ampak has done a lot in war on terror petraeus india should
acfadf,www.dviciv, islamabad us recognizes pakistan sacrifices in war against terrorism shah mehmood quresh   
acfadf,www.dviciv,"islamabad in a significant development pakistans military has decided to have a formal agreement between pakistan and the united states on intelligencesharing and cooperation in the war against terrorism, the express tribune has learnt war on terror military seeks formal deal on intelligence sharing with usmessage conveyed to us govt in meetings between pakus military officials "
acfadf,www.dviciv," germen chancellor hurls terror accusation, offers support to indian pm petrol station owners go on strike in lahore  "
acfadf,www.dviciv,"karachi initial investigations into the terror attack on pns mehran in karachi revealed on saturday that the terrorists attacked the navy installation in two groups, express 24/7 reported pns mehran investigation reveals terrorists attacked base in two groupsone group targeted the p3c orion aircraft, the other entered the flight line building "
acfadf,www.dviciv,"hl apc supports grand jirga efforts for promoting peace in fata, kp lahore police issues details of 109 wanted terrorists antiterrorism bill 2013 approved "
acfadf,www.dviciv, kabul pakistans support vital to winning war on terror pm football excluded from upcoming national games  
acfadf,www.dviciv," islamabad saudi ambassador meets interior minister rehman malik to discuss bilateral relations, and war on terror  "
acfadf,www.dviciv,"lahore a police official, having established links with the al qaeda terror network, had been assigned security of vvips in lahore many times in the past, the express tribune has learnt policeman linked with al qaeda on vvip dutiesintelligence reports say the security official served at the prime ministers house and fia office in lahore "
acfadf,www.dviciv," terror bid foiled police arrest 2 suspects, seize explosives laden vehicle in kohat  "
acfadf,www.dviciv,"foreign minister hina rabbani khar said that the us demand from pakistan to do more in the fight against terrorism is against ground realities, she said this during her address at the university of western australia us demand to do more is against ground realities kharkhar says pakistan was biggest sufferer in war against terrorism and that demand to do more could not be justified "
acfadf,www.dviciv, ttp threatened to attack myanmar to avenge crimes against the muslim rohingya us runs terrorism academic courses iranian lawmaker  for the news alerts on your mobile type newse to receive news in english or type newsu to receive news in urdu and send it to 2470  service charges are 25+tax for 30 days 
acfadf,www.dviciv,"karachi as escalating violence in karachi claimed over a 100 lives in the past week, a new phase of terror has blanketed the city of late city swept in new terror videos reveal assault and mutilation by target killersepisodes of these brutalities are being recorded and circulated on video through the mobile phones of the accused "
acfadf,www.dviciv,"islamabad prime minister yousaf raza gilani on friday called for tightening of antiterror laws by giving more powers to intelligence agencies and courts to ensure that suspects arrested on terrorism charges do not escape punishment national assembly pm for tougher antiterror lawsgilani defends intelligence agencies, says foreign media is disseminating false news "
acfadf,www.dviciv,"alexandria a bomb killed at least 21 people outside a church in the egyptian city of alexandria early on new years day and the interior ministry said a foreignbacked suicide bomber may have been responsible terror strikes on new years day suicide bomber kills 21 outside egypt churchofficials were swift to play down sectarian differences, emphasising national harmony "
acfadf,www.dviciv," islamabad u s president obama phones president zardari, u s president obama hails pakistans anti terrorism efforts  "
acfadf,www.dviciv,10 taliban taken off un terror list  the express tribune 10 taliban taken off un terror list  the express tribuneten taliban members and 35 al qaeda members and affiliates have been removed from a un sanctions terror list 
acfadf,www.dviciv,"peshawar pakistan muslim league chief nawaz sharif said on wednesday that those who were talking about bringing change in the country should come into power first, adding that his partys motto had always been change  addressing a party congregation after provincial representative elections in peshawar, sharif said his party will bring change in the country so that the green passport is respected all over the world  sharif, commending his party, said that during hi s tenure pakistan was ranked as the top country of south asia and other countries followed the countrys policy to move forward  he added that if the country had run at the same momentum as that of 1990, then there would have been no terrorism, extremism or suicide bombings and no youth would be roaming around jobless  if we get another chance, we will develop the country with the same determination  those talking about change should come into power first sharifaddressing party congregation in peshawar, pmln chief says country is in ruins because of loans "
acfadf,www.dviciv,london british prime minister david cameron said on wednesday that britain and the united states must continue to work with pakistan as their countries seek to stamp out terrorism we must support pakistan even more in erasing terrorism cameronpakistan has suffered more from terrorism than any other country  their enemy is our enemy says uk prime minister 
acfadf,www.dviciv,"washington the us department of homeland security has warned thousands of us utility plants that they could be the targets of violent extremists, according to a report wednesday from abc news us warns of terror attack on utility plants reportan insider at major utility facility could help al qaeda wage major attack near 9/11 attacks anniversary "
acfadf,www.dviciv,"london frances ban on the muslim full face veil has triggered calls on militant online forums for armed retaliation against the country, a usbased terrorism monitoring service said on wednesday militants seek attacks on france over full veil banfrances ban on the muslim full face veil has triggered calls on militant online forums for armed retaliation "
acfadf,www.dviciv,"islamabad as the ever increasing wave of terrorism constantly poses a serious threat to the countrys national security, the civil and military intelligence agencies leadership have yet to decide who to make chief of the national counter terrorism authority , official sources told the express tribune civilian or military outfit  tussle over who should lead counterterror bodydelay in crafting of policies as military intelligence outfits and the govt drag feet "
acfadf,www.dviciv,"we, as a society, love their music, but despise the female singers  who killed samina sindhu  we did as a society we appreciate the music and a female singers melodious voice, but confine her to the lowest rung of the social ladder"
acfadf,www.dviciv,"samina sindhu, a famed local performer, was murdered when a wedding guest opened fire on her during the event over her refusal to accept his dance request murdered larkana artist was pregnant, killed for declining dance requestaccording to dig larkana abdullah sheikh, sindhu s killer, identified as tariq jatoi, was arrestedlearn more"
acfadf,www.dviciv,"four saudi officers killed in asir gun attack four saudi officers killed in asir gun attack security officials have arrested two suspects, both saudi nationals , saudi press agency says"
acfadf,www.dviciv,six killed in road crash near hyderabad six killed in road crash near hyderabadincident occurred after a car hit another vehicle from the back while en route to hyderabad from karachi
acfadf,www.dviciv,youngster killed for secretly meeting female classmate in gujranwala youngster killed for secretly meeting female classmate in gujranwaladeceased s father alleged that guard shot his son on the orders of the girl s father
acfadf,www.dviciv,"soldier martyred, two terrorists killed in balochistan operation ispr soldier martyred, two terrorists killed in balochistan operation ispribos were conducted in dasht, district turbat and dera bugti areas as part of operation radd ul fasaad and in support of the khushhal balochistan program"
acfadf,www.dviciv,"murdered larkana artist was pregnant, killed for declining dance request murdered larkana artist was pregnant, killed for declining dance requestaccording to dig larkana abdullah sheikh, sindhu s killer, identified as tariq jatoi, was arrested"
acfadf,www.dviciv,"five indian soldiers killed in pakistan army retaliation along loc five indian soldiers killed in pakistan army retaliation along locindian terrorism against innocent citizens shall be responded befittingly, says ispr"
acfadf,www.dviciv,"a young pakistani was killed after colonel joseph s vehicle rammed into his motorcycle in islamabad earlier this month govt decides not to put us diplomat s name on ecl sourcesministry of interior, after reviewing the matter, decides not to put colonel joseph s name on ecl citing that he has diplomatic immunity"
acfadf,www.dviciv,"18 year old girl raped, killed in sargodha, just as the country reels from the brutal rape and murder of zainab teenage girl raped, killed in sargodhathe 18 year old was raped then strangled to death, police said"
acfadf,www.dviciv,"two chinese dragon boats capsize in river, 17 killed two chinese dragon boats capsize in river, 17 killeddragon boat racing is popular in various parts of asia"
acfadf,www.dviciv,"bahadur the brave afghan bomb disposal hero killed bahadur the brave afghan bomb disposal hero killedbahadur agha, a bomb disposal technician wounded six times by the taliban, joked the seventh would be his last  he was right "
acfadf,www.dviciv,"turkish bride to be, friends killed as jet crashes on return from uae bachelorette party turkish bride to be, friends killed as jet crashes on return from uae bachelorette partyjet carrying mina basaran and seven of her friends from sharjah to istanbul, went down in southwestern iran"
acfadf,www.dviciv,"indian forces target school van along loc, driver killed ispr indian forces target school van along loc, driver killed isprsuch attacks are a violation of the geneva convention and a clear violation of the 2003 ceasefire agreement, says ispr"
acfadf,www.dviciv,"four killed, six injured in qila saifullah blast four killed, six injured in qila saifullah blastthe cause of the blast has not yet been identified yet"
acfadf,www.dviciv,"four indian soldiers killed in iok attack four indian soldiers killed in iok attackthree soldiers died in combat, another died of cardiac arrest during operation, an indian paramilitary spokesman says"
acfadf,www.dviciv,"killed for refusing marriage, medical students murderer flees to saudi arabia killed for refusing marriage, medical students murderer flees to saudi arabiainterpol s help to be sought for arresting the accused"
acfadf,www.dviciv,"2 indian army officers killed, 6 troops injured in jammu attack kms 2 indian army officers killed, 6 troops injured in jammu attack kmsunidentified gunmen stormed into the army camp in sunjwan area early morning"
acfadf,www.dviciv,"six year old girl raped, killed by cousin in lodhran six year old girl raped, killed by cousin in lodhranpolice said 18 year old ali haider has confessed to the crime "
acfadf,www.dviciv,two indian air force pilots killed in plane crash two indian air force pilots killed in plane crashmore than 170 air force pilots have lost their lives in accidents in the past three decades
acfadf,www.dviciv,"pakistan army destroys indian post after minor killed in cross border loc firing army destroys indian post after minor killed in cross border loc firingtwo indian soldiers killed by the pakistan army, said ispr"
acfadf,www.dviciv,three terrorists killed in dg khan operation ispr three terrorists killed in dg khan operation isprtwo rangers soldiers injured in the operation ispr
acfadf,www.dviciv,"indian man killed after being sucked into mri machine indian man killed after being sucked into mri machinerajesh maru, 32, was yanked towards the machine by its magnetic force after he entered the room carrying an oxygen cylinder, the citys police said in a statement"
acfadf,www.dviciv,"all eight passengers killed as private turkish plane crashes in iran red crescent all eight passengers killed as private turkish plane crashes in iran red crescentthe plane was also carrying three crew, an official for turkeys transport ministry said"
acfadf,www.dviciv,"six killed, over 16 injured in road accident in balochistan six killed, over 16 injured in road accident in balochistana bus was en route from quetta to karachi when it collided with a truck"
acfadf,www.dviciv,"pakistani gunmen kill two christians in drive by shooting pakistani gunmen kill two christians in drive by shootingthree people, including a minor girl, were wounded and subsequently taken to a nearby hospital"
acfadf,www.dviciv,two afghan based ttp suicide bombers killed in bajaur ispr two afghan based ttp suicide bombers killed in bajaur isprthe army said the security forces were tracking the terrorists who entered from afghanistan via the kagha pass in bajaur agency
acfadf,www.dviciv,"terrorist involved in karachi airport attack killed ssp rao anwar terrorist involved in karachi airport attack killed ssp rao anwarhe was a commander of hakimullah mehsud led ttp, the ssp said"
acfadf,www.dviciv,"farooq abdullah backs shahid afridi, condemns indian atrocities in occupied kashmir farooq abdullah backs shahid afridi, condemns indian atrocities in occupied kashmirformer cm iok said that those killed by indian security forces in the occupied valley were innocent kashmiris"
acfadf,www.dviciv,"13 killed in mexico helicopter crash 13 killed in mexico helicopter crashthe uh 60 black hawk military helicopter landed on its side, crushing a van"
acfadf,www.dviciv,"eight turkish soldiers killed, 13 wounded in clashes in syria s afrin eight turkish soldiers killed, 13 wounded in clashes in syria s afrinmilitary says wounded soldiers swiftly evacuated to receive treatment"
acfadf,www.dviciv,"protests erupted across india in recent days over rape, killing of a young muslim girl by a group of hindu men in occupied jammu and kashmir india approves death penalty for child rapistssexual violence, including against children, remains unabated in india with some 11000 child rape cases reported in 2015"
acfadf,www.dviciv,"gunfight in west india kills 14 suspected maoist rebels gunfight in west india kills 14 suspected maoist rebelsthe maoist insurgency began in the 1960s, inspired by chinese revolutionary leader mao zedong, and has cost thousands of lives in almost daily incidents of violence"
acfadf,www.dviciv,"trump administration might impose travel restrictions on pakistani diplomats in us trump administration might impose travel restrictions on pakistani diplomats in usthe warning has nothing to do with the fatal road accident last week when a pakistani citizen was killed by a us diplomat, says an official"
acfadf,www.dviciv,"isi letters reveal osama bin laden wanted to get benazir, musharraf, fazl killed isi letters reveal osama bin laden wanted to get benazir, musharraf, fazl killedthe information has come to the forefront years after it was provided to the ministry of interior in dec 2007 by pakistan army and isi"
acfadf,www.dviciv,"at least 27 killed as bus crashes in indonesia at least 27 killed as bus crashes in indonesiaall victims have been evacuated from the bus and most have been taken to a local hospital, says police"
acfadf,www.dviciv,"two killed in drone attack near pak afghan border sources two killed in drone attack near pak afghan border sourcesthe drone strike targetted a vehicle, killing two people inside"
acfadf,www.dviciv,"abid boxer killed people on behest of cm shehbaz, alleges imran abid boxer killed people on behest of cm shehbaz, alleges imranboxer, a fugitive on the run for 11 years and wanted for dozens of extrajudicial killings, has been arrested from dubai through interpol"
acfadf,www.dviciv,"indian troops killed, posts destroyed in pakistan army s befitting response to cfv ispr indian troops killed, posts destroyed in pakistan army s befitting response to cfv isprpakistan army stands by its innocent civil population and would continue to respond befittingly, says ispr "
acfadf,www.dviciv,"islamabad youth s killing ihc moved to order placement of us diplomat s name on ecl islamabad youth s killing ihc moved to order placement of us diplomat s name on eclfather of the deceased says colonel joseph, while intoxicated, hit his son and he died on the spot"
acfadf,www.dviciv,"two indian air force commandos killed in kashmir encounter two indian air force commandos killed in kashmir encounterthe commandos were part of a joint security team, which included army and police personnel"
acfadf,www.dviciv,"naqeebullah was innocent, killed in fake encounter aig dr sanaullah abbasi naqeebullah was innocent, killed in fake encounter aig dr sanaullah abbasithe police officer promised the participants of the jirga that he will conduct a full inquiry on the case and will take this case to its logical conclusion"
acfadf,www.dviciv,five indian soldiers killed as pakistan army responds to firing along loc five indian soldiers killed as pakistan army responds to firing along locindian bunkers destroyed in retaliatory fire by pakistani troops
acfadf,www.dviciv,"nude gunman kills three, injures four at tennessee restaurant nude gunman kills three, injures four at tennessee restaurant a patron wrestled away the gunman s rifle "
acfadf,www.dviciv,"show me the faces of the men who killed my son   show me the faces of the men who killed my son  pakistanshagufta tahir, mother of aps martyr shaheer khan, wishes she could erase dec 16 from the calendar"
acfadf,www.dviciv,at least six afghan police killed in humvee suicide attack at least six afghan police killed in humvee suicide attackthe taliban claimed responsibility for the pre dawn attack in the southern province of kandahar
acfadf,www.dviciv,trump aide s spokesman among four americans killed in kabul hotel attack trump aide s spokesman among four americans killed in kabul hotel attackat least 22 people were killed and several injured as gunmen stormed kabul s intercontinental hotel saturday night
acfadf,www.dviciv,"two terrorists killed in dg khan two terrorists killed in dg khankilled terrorists were involved in kidnapping and killing of security forces personnel, according to ispr"
acfadf,www.dviciv,"indian army chief arrives in occupied kashmir after militant attack on army camp indian army chief arrives in occupied kashmir after militant attack on army campoperation to clear attackers from sunjuwan army camp under way six killed, 11 injured in attack, including civilians"
